id       , source        , duration_in_min, start_time            , end_time              , amount, kiosk_id  , app_zone_id, app_zone_group          , payment_method   , location_group   , last_updated
 97641423, Parking Meters,     60.0       , 07/25/2024 04:52:59 PM, 07/25/2024 05:52:59 PM,   2.25, 24002446.0,            ,                         , CARD             , East Austin      , 08/31/2024 02:48:41 PM
 95814485, Parking Meters,    104.1       , 02/24/2024 04:15:54 PM, 02/24/2024 06:00:00 PM,   3.72, 35001515.0,            ,                         , CARD             , West Campus      , 03/31/2024 02:33:29 PM
 81645982, Parking Meters,     90.0       , 10/16/2020 12:34:08 PM, 10/16/2020 02:04:08 PM,   3.25, 10001048.0,            ,                         , CARD             , Core             , 05/04/2023 08:27:04 PM
684201880, Passport - app,     15.0       , 07/04/2025 02:56:00 PM, 07/04/2025 03:11:00 PM,   0.8 ,           ,     40020.0, SoCo PTMD               , App - Wallet     , South Congress   , 08/28/2025 03:08:38 PM
 84396699, Parking Meters,     60.0       , 07/08/2021 06:52:52 PM, 07/08/2021 07:52:52 PM,   2.25, 10000542.0,            ,                         , CARD             , Core             , 05/04/2023 09:29:21 PM
669344365, Passport - app,     60.0       , 05/17/2025 03:17:00 PM, 05/17/2025 04:17:00 PM,   2.3 ,           ,     39570.0, Non-Core (Lee Barton)   , App - Wallet     , Toomey           , 06/30/2025 03:05:44 PM
235866702, Passport - app,    180.0       , 03/06/2020 06:09:00 PM, 03/06/2020 09:09:00 PM,   6.25,           ,     39267.0, CORE                    , App - Wallet     , Core             , 05/04/2023 07:57:23 PM
622833379, Passport - app,    261.0       , 12/13/2024 07:39:00 PM, 12/14/2024 12:00:00 AM,  12.65,           ,     39587.0, Non-Core (Rainey)       , Apple Pay        , Rainey           , 01/31/2025 03:48:17 PM
505949421, Passport - app,     90.0       , 11/01/2023 11:38:00 AM, 11/01/2023 01:08:00 PM,   3.3 ,           ,     39270.0, CORE                    , App - Wallet     , Core             , 12/31/2023 09:16:27 AM
 86875981, Parking Meters,    165.0       , 02/05/2022 03:15:49 PM, 02/05/2022 06:00:49 PM,   6.25, 26002604.0,            ,                         , CARD             , Mueller          , 05/04/2023 10:22:18 PM
340405977, Passport - app,     15.0       , 01/05/2022 09:30:00 AM, 01/05/2022 09:45:00 AM,   0.8 ,           ,     39202.0, CORE                    , App - Wallet     , Core             , 05/04/2023 09:59:34 PM
 95242945, Parking Meters,    195.0       , 12/22/2023 08:28:43 AM, 12/22/2023 11:43:43 AM,   7.75, 20000960.0,            ,                         , CARD             , Non-Core         , 01/31/2024 09:26:29 AM
 99575935, Parking Meters,    135.0       , 02/27/2025 10:08:29 AM, 02/27/2025 12:23:29 PM,   4.75, 20001744.0,            ,                         , CARD             , Non-Core         , 03/30/2025 02:42:51 PM
 98032340, Parking Meters,    105.0       , 08/29/2024 11:17:06 AM, 08/29/2024 01:02:06 PM,   3.75, 35002534.0,            ,                         , CARD             , West Campus      , 09/30/2024 03:02:00 PM
688284571, Passport - app,    180.0       , 07/18/2025 08:00:00 AM, 07/18/2025 11:00:00 AM,   7.4 ,           ,     39236.0, CORE                    , Apple Pay        , Core             , 08/28/2025 03:09:33 PM
492128683, Passport - app,     15.0       , 09/12/2023 05:32:00 PM, 09/12/2023 05:47:00 PM,   0.8 ,           ,     39708.0, East Austin PTMD        , App - Wallet     , East Austin      , 10/31/2023 09:19:25 AM
 99716400, Parking Meters,     45.0       , 03/14/2025 02:00:27 PM, 03/14/2025 02:45:27 PM,   1.5 , 35001542.0,            ,                         , COINS            , West Campus      , 04/30/2025 02:41:34 PM
 93714893, Parking Meters,     87.05      , 08/03/2023 09:32:57 AM, 08/03/2023 11:00:00 AM,   2.25, 26002623.0,            ,                         , CARD             , Mueller          , 09/30/2023 09:21:50 AM
631180981, Passport - app,    240.0       , 01/16/2025 08:00:00 AM, 01/16/2025 12:00:00 PM,  11.7 ,           ,     39642.0, West Campus PBD         , Apple Pay        , West Campus      , 02/28/2025 03:29:30 PM
 88990737, Parking Meters,    105.0       , 07/13/2022 12:54:24 PM, 07/13/2022 02:39:24 PM,   3.75, 10001039.0,            ,                         , CARD             , Core             , 05/04/2023 10:50:35 PM
 87197022, Parking Meters,    127.5       , 03/05/2022 12:26:07 PM, 03/05/2022 01:35:07 PM,   2.25, 10001025.0,            ,                         , CARD             , Core             , 05/04/2023 10:27:13 PM
309932801, Passport - app,     60.0       , 08/21/2021 04:09:00 PM, 08/21/2021 05:09:00 PM,   2.25,           ,     39497.0, Non-Core                , App - Wallet     , Non-Core         , 05/04/2023 09:33:39 PM
102297620, Parking Meters,     60.0       , 12/15/2025 11:42:01 AM, 12/15/2025 12:42:01 PM,   2.25, 10000118.0,            ,                         , CARD             , Core             , 01/30/2026 03:06:01 PM
 98548638, Parking Meters,     90.0       , 10/21/2024 01:41:30 PM, 10/21/2024 03:11:30 PM,   3.25, 61001606.0,            ,                         , CARD             , Rainey           , 11/30/2024 03:53:12 PM
 81919936, Parking Meters,    195.0       , 11/14/2020 03:59:19 PM, 11/14/2020 07:14:19 PM,   7.75, 61001613.0,            ,                         , CARD             , Rainey           , 05/04/2023 08:31:32 PM
 84267933, Parking Meters,    225.0       , 06/29/2021 10:44:35 AM, 06/29/2021 02:29:35 PM,   9.5 , 10000302.0,            ,                         , CARD             , Core             , 05/04/2023 09:26:57 PM
101765596, Parking Meters,     60.0       , 10/08/2025 10:44:02 PM, 10/08/2025 11:44:02 PM,   2.25, 10001217.0,            ,                         , CARD             , Core             , 11/30/2025 03:32:24 PM
 90945259, Parking Meters,     75.0       , 12/21/2022 02:26:35 PM, 12/21/2022 03:41:35 PM,   2.75, 10000401.0,            ,                         , CARD             , Core             , 05/04/2023 11:18:54 PM
647520279, Passport - app,     75.0       , 03/12/2025 09:16:00 AM, 03/12/2025 10:31:00 AM,   2.8 ,           ,     40033.0, SoCo PTMD               , App - Wallet     , South Congress   , 05/28/2025 07:43:18 PM
594450979, Passport - app,    120.0       , 09/09/2024 03:17:00 PM, 09/09/2024 05:17:00 PM,   4.3 ,           ,     39150.0, CORE                    , App - Wallet     , Core             , 10/31/2024 02:52:33 PM
 94428264, Parking Meters,     60.0       , 09/30/2023 09:05:21 PM, 09/30/2023 10:05:21 PM,   2.25, 24002451.0,            ,                         , CARD             , East Austin      , 10/31/2023 09:31:09 AM
589095426, Passport - app,     15.0       , 08/22/2024 08:00:00 AM, 08/22/2024 08:15:00 AM,   0.8 ,           ,     39207.0, CORE                    , App - Wallet     , Core             , 09/30/2024 02:53:22 PM
 83949174, Parking Meters,     49.966667  , 06/05/2021 11:09:02 PM, 06/05/2021 11:59:00 PM,   1.7 , 24002424.0,            ,                         , COINS            , East Austin      , 05/04/2023 09:23:16 PM
 95047716, Parking Meters,    210.0       , 12/01/2023 09:08:13 PM, 12/01/2023 09:55:10 PM,   2.25, 10000615.0,            ,                         , CARD             , Core             , 01/31/2024 09:23:32 AM
439530186, Passport - app,     60.0       , 02/27/2023 03:29:00 PM, 02/27/2023 04:29:00 PM,   2.3 ,           ,     39273.0, CORE                    , App - Wallet     , Core             , 05/08/2023 04:06:00 PM
428080444, Passport - app,     15.0       , 01/12/2023 02:09:00 PM, 01/12/2023 02:24:00 PM,   0.8 ,           ,     39195.0, CORE                    , App - Wallet     , Core             , 05/08/2023 04:03:04 PM
637958748, Passport - app,     60.0       , 02/07/2025 09:00:00 PM, 02/07/2025 10:00:00 PM,   2.3 ,           ,     40001.0, SoCo PTMD               , App - Wallet     , South Congress   , 05/28/2025 07:40:21 PM
 86086281, Parking Meters,    150.0       , 11/18/2021 05:34:34 PM, 11/18/2021 08:04:34 PM,   5.5 , 24002424.0,            ,                         , CARD             , East Austin      , 05/04/2023 09:53:04 PM
563819305, Passport - app,    120.0       , 05/25/2024 03:13:00 PM, 05/25/2024 05:13:00 PM,   4.4 ,           ,     40012.0, SoCo PTMD               , App - Credit Card, South Congress   , 07/02/2024 06:11:14 PM
 99491284, Parking Meters,    105.0       , 02/15/2025 02:41:11 PM, 02/15/2025 04:26:11 PM,   3.75, 10000831.0,            ,                         , CARD             , Core             , 03/30/2025 02:41:39 PM
 90419740, Parking Meters,    117.46667   , 11/02/2022 06:02:30 PM, 11/02/2022 07:59:58 PM,   4.16, 26002601.0,            ,                         , CARD             , Mueller          , 06/09/2023 09:11:19 PM
683885718, Passport - app,     30.0       , 07/03/2025 12:15:00 PM, 07/03/2025 12:45:00 PM,   1.3 ,           ,     40001.0, SoCo PTMD               , App - Wallet     , South Congress   , 08/28/2025 03:08:34 PM
 85949575, Parking Meters,    613.0       , 11/07/2021 11:46:12 AM, 11/07/2021 09:59:12 PM,  10.0 , 81002107.0,            ,                         , CARD             , Emma             , 05/04/2023 09:51:28 PM
560806868, Passport - app,    105.0       , 05/15/2024 03:12:00 PM, 05/15/2024 04:57:00 PM,   3.9 ,           ,     39721.0, East Austin PTMD        , App - Credit Card, East Austin      , 06/30/2024 02:23:45 PM
462830371, Passport - app,    120.0       , 05/24/2023 01:49:00 PM, 05/24/2023 03:49:00 PM,   2.3 ,           ,     39024.0, PARD (Parking Lots)     , App - Wallet     , Dawson's Lot     , 06/30/2023 09:21:23 AM
 97551057, Parking Meters,    248.38333   , 07/17/2024 05:51:37 PM, 07/17/2024 10:00:00 PM,   5.0 , 81002106.0,            ,                         , CARD             , Emma             , 08/31/2024 02:47:29 PM
 91679425, Parking Meters,    120.0       , 02/28/2023 11:04:10 AM, 02/28/2023 01:04:10 PM,   4.25, 61001606.0,            ,                         , CARD             , Rainey           , 05/08/2023 03:58:58 PM
476402868, Passport - app,     45.0       , 07/15/2023 01:27:00 PM, 07/15/2023 02:12:00 PM,   1.8 ,           ,     39132.0, CORE                    , App - Wallet     , Core             , 08/30/2023 10:55:45 PM
 93555068, Parking Meters,     60.0       , 07/22/2023 02:12:05 PM, 07/22/2023 03:12:05 PM,   2.25, 10000512.0,            ,                         , CARD             , Core             , 08/30/2023 11:17:05 PM
675236569, Passport - app,     86.0       , 06/05/2025 10:34:00 PM, 06/06/2025 12:00:00 AM,   3.4 ,           ,     39223.0, CORE                    , Apple Pay        , Core             , 07/31/2025 03:09:30 PM
676020569, Passport - app,     60.0       , 06/08/2025 01:06:00 PM, 06/08/2025 02:06:00 PM,   2.4 ,           ,     40117.0, SoCo PTMD               , App - Credit Card, South Congress   , 07/31/2025 03:09:39 PM
671263014, Passport - app,    135.0       , 05/23/2025 06:34:00 PM, 05/23/2025 08:49:00 PM,   5.1 ,           ,     39271.0, CORE                    , App - Wallet     , Core             , 06/30/2025 03:06:09 PM
101179231, Parking Meters,    120.0       , 08/04/2025 02:26:13 PM, 08/04/2025 04:26:13 PM,   4.25, 26002613.0,            ,                         , CARD             , Mueller          , 09/30/2025 03:17:04 PM
101650230, Parking Meters,     75.0       , 09/25/2025 04:11:23 PM, 09/25/2025 05:26:23 PM,   2.75, 35002540.0,            ,                         , CARD             , West Campus      , 10/31/2025 02:40:49 PM
 85487926, Parking Meters,     60.0       , 09/30/2021 04:41:47 PM, 09/30/2021 05:41:47 PM,   2.25, 24002417.0,            ,                         , CARD             , East Austin      , 05/04/2023 09:43:46 PM
442309707, Passport - app,    450.0       , 03/10/2023 08:00:00 AM, 03/10/2023 03:30:00 PM,  26.05,           ,     39128.0, CORE                    , App - Wallet     , Core             , 04/30/2023 09:20:07 AM
 92787639, Parking Meters,    105.0       , 05/29/2023 01:43:20 PM, 05/29/2023 03:28:20 PM,   3.75, 20000975.0,            ,                         , CARD             , Non-Core         , 06/30/2023 09:30:44 AM
695836850, Passport - app,    105.0       , 08/11/2025 09:42:00 AM, 08/11/2025 11:27:00 AM,   3.8 ,           ,     40002.0, SoCo PTMD               , App - Wallet     , South Congress   , 09/30/2025 03:10:50 PM
689631883, Passport - app,     60.0       , 07/22/2025 01:56:00 PM, 07/22/2025 02:56:00 PM,   2.4 ,           ,     40010.0, SoCo PTMD               , App - Credit Card, South Congress   , 08/28/2025 03:09:47 PM
694067008, Passport - app,     45.0       , 08/05/2025 02:03:00 PM, 08/05/2025 02:48:00 PM,   2.15,           ,     40006.0, SoCo PTMD               , Apple Pay        , South Congress   , 09/30/2025 03:10:21 PM
 99688496, Parking Meters,    390.0       , 03/12/2025 08:01:41 AM, 03/12/2025 02:31:41 PM,  21.0 , 35002523.0,            ,                         , CARD             , West Campus      , 04/30/2025 02:41:19 PM
 82903342, Parking Meters,    180.0       , 03/20/2021 11:24:28 AM, 03/20/2021 02:24:28 PM,   7.25, 10000854.0,            ,                         , CARD             , Core             , 05/04/2023 09:09:10 PM
610855079, Passport - app,     90.0       , 11/02/2024 01:02:00 PM, 11/02/2024 02:32:00 PM,   3.3 ,           ,     39112.0, CORE                    , App - Wallet     , Core             , 12/31/2024 03:43:10 PM
 95569896, Parking Meters,     60.0       , 01/31/2024 10:17:45 AM, 01/31/2024 11:17:45 AM,   2.25, 35002535.0,            ,                         , CARD             , West Campus      , 02/29/2024 08:16:10 PM
100659733, Parking Meters,     74.01667   , 06/12/2025 09:45:59 AM, 06/12/2025 11:00:00 AM,   2.25, 26002623.0,            ,                         , CARD             , Mueller          , 07/31/2025 03:17:09 PM
530596396, Passport - app,    236.0       , 02/03/2024 08:04:00 PM, 02/04/2024 12:00:00 AM,  10.8 ,           ,     39305.0, CORE                    , App - Wallet     , Core             , 03/31/2024 02:24:53 PM
374361488, Passport - app,    420.0       , 05/31/2022 09:09:00 AM, 05/31/2022 04:09:00 PM,  24.3 ,           ,     39242.0, CORE                    , App - Wallet     , Core             , 05/04/2023 10:37:42 PM
363373965, Passport - app,    300.0       , 04/16/2022 04:04:00 PM, 04/16/2022 09:04:00 PM,  14.8 ,           ,     39236.0, CORE                    , App - Wallet     , Core             , 05/04/2023 10:31:25 PM
680634463, Passport - app,     45.0       , 06/23/2025 11:11:00 AM, 06/23/2025 11:56:00 AM,   1.8 ,           ,     39178.0, CORE                    , App - Wallet     , Core             , 07/31/2025 03:10:54 PM
 99176983, Parking Meters,     90.0       , 01/04/2025 11:14:36 AM, 01/04/2025 12:44:36 PM,   3.25, 10000420.0,            ,                         , CARD             , Core             , 02/28/2025 03:33:59 PM
 88063760, Parking Meters,    210.0       , 05/07/2022 12:34:09 PM, 05/07/2022 04:04:09 PM,   8.5 , 10000650.0,            ,                         , CARD             , Core             , 05/04/2023 10:38:44 PM
 98367367, Parking Meters,    210.0       , 10/03/2024 10:00:10 AM, 10/03/2024 01:30:10 PM,   8.5 , 20000960.0,            ,                         , CARD             , Non-Core         , 11/30/2024 03:50:39 PM
545435187, Passport - app,    165.0       , 03/26/2024 10:04:00 AM, 03/26/2024 12:49:00 PM,   6.3 ,           ,     39806.0, Mueller PTMD            , Apple Pay        , Mueller          , 04/30/2024 02:27:23 PM
429411489, Passport - app,    104.316666  , 01/18/2023 12:46:00 PM, 01/18/2023 02:30:19 PM,   3.8 ,           ,     39460.0, Non-Core                , App - Wallet     , Non-Core         , 05/08/2023 04:03:22 PM
304419053, Passport - app,    120.0       , 07/28/2021 12:27:00 PM, 07/28/2021 02:27:00 PM,   4.25,           ,     39648.0, West Campus PBD         , App - Wallet     , West Campus      , 05/04/2023 09:28:08 PM
101199047, Parking Meters,     60.0       , 08/06/2025 05:01:40 PM, 08/06/2025 06:01:40 PM,   2.25, 10001020.0,            ,                         , CARD             , Core             , 09/30/2025 03:17:23 PM
438495470, Passport - app,    240.0       , 02/23/2023 09:59:00 AM, 02/23/2023 01:59:00 PM,  10.8 ,           ,     39119.0, CORE                    , App - Wallet     , Core             , 05/08/2023 04:05:46 PM
675921450, Passport - app,     60.0       , 06/07/2025 06:35:00 PM, 06/07/2025 07:35:00 PM,   2.3 ,           ,     40036.0, SoCo PTMD               , App - Wallet     , South Congress   , 07/31/2025 03:09:35 PM
 86025749, Parking Meters,    231.93333   , 11/13/2021 02:08:03 PM, 11/13/2021 05:59:59 PM,  10.07, 35001542.0,            ,                         , CARD             , West Campus      , 05/04/2023 09:52:24 PM
415270904, Passport - app,    152.0       , 11/15/2022 03:28:00 PM, 11/15/2022 06:00:00 PM,   6.3 ,           ,     39269.0, CORE                    , App - Wallet     , Core             , 05/04/2023 11:10:34 PM
 92288391, Parking Meters,    555.0       , 04/19/2023 08:05:07 AM, 04/19/2023 05:20:07 PM,  35.0 , 20000919.0,            ,                         , CARD             , Non-Core         , 05/31/2023 09:28:51 AM
642996044, Passport - app,     29.0       , 02/25/2025 05:31:00 PM, 02/25/2025 06:00:00 PM,   1.4 ,           ,     39905.0, Colorado River Area PTMD, Apple Pay        , Colorado River   , 05/28/2025 07:41:43 PM
 91335229, Parking Meters,     90.0       , 01/27/2023 09:56:26 AM, 01/27/2023 11:26:26 AM,   3.25, 10001226.0,            ,                         , CARD             , Core             , 05/08/2023 03:51:36 PM
100133125, Parking Meters,    120.0       , 04/23/2025 11:16:11 AM, 04/23/2025 01:16:11 PM,   4.25, 10001035.0,            ,                         , CARD             , Core             , 05/31/2025 03:13:56 PM
 95383131, Parking Meters,     60.0       , 01/08/2024 10:38:01 AM, 01/08/2024 11:38:01 AM,   2.25, 20001709.0,            ,                         , CARD             , Non-Core         , 02/29/2024 08:13:41 PM
439570902, Passport - app,     90.0       , 02/27/2023 06:06:00 PM, 02/27/2023 07:36:00 PM,   3.3 ,           ,     39723.0, East Austin PTMD        , App - Wallet     , East Austin      , 05/08/2023 04:06:00 PM
626856367, Passport - app,     90.0       , 12/30/2024 10:50:00 AM, 12/30/2024 12:20:00 PM,   3.4 ,           ,     40003.0, SoCo PTMD               , Apple Pay        , South Congress   , 01/31/2025 03:49:11 PM
 93683672, Parking Meters,     90.0       , 07/31/2023 03:36:45 PM, 07/31/2023 05:06:45 PM,   3.25, 10001007.0,            ,                         , CARD             , Core             , 08/30/2023 11:20:49 PM
 92903476, Parking Meters,    105.0       , 06/07/2023 08:06:59 AM, 06/07/2023 09:51:59 AM,   3.75, 10000439.0,            ,                         , CARD             , Core             , 07/31/2023 09:22:25 AM
690993349, Passport - app,    585.0       , 07/26/2025 11:43:00 AM, 07/26/2025 09:28:00 PM,  37.65,           ,     39214.0, CORE                    , Apple Pay        , Core             , 08/28/2025 03:10:07 PM
 82574483, Parking Meters,     60.0       , 02/08/2021 08:13:11 AM, 02/08/2021 09:13:11 AM,   2.25, 10000207.0,            ,                         , CARD             , Core             , 05/04/2023 09:04:06 PM
579925990, Passport - app,    105.0       , 07/20/2024 06:39:00 PM, 07/20/2024 08:24:00 PM,   3.8 ,           ,     39200.0, CORE                    , App - Wallet     , Core             , 08/31/2024 02:38:51 PM
 93327358, Parking Meters,     60.0       , 07/06/2023 02:45:25 PM, 07/06/2023 03:45:25 PM,   2.25, 35002530.0,            ,                         , CARD             , West Campus      , 08/30/2023 11:11:00 PM
339225176, Passport - app,     30.0       , 12/28/2021 01:19:00 PM, 12/28/2021 01:49:00 PM,   1.3 ,           ,     39267.0, CORE                    , App - Wallet     , Core             , 05/04/2023 09:55:25 PM
 99121052, Parking Meters,    122.63333   , 12/27/2024 09:56:20 PM, 12/27/2024 11:58:58 PM,   4.33, 10001219.0,            ,                         , CARD             , Core             , 01/31/2025 03:55:26 PM
100565911, Parking Meters,     60.0       , 06/03/2025 08:17:46 AM, 06/03/2025 09:17:46 AM,   2.25, 61001614.0,            ,                         , CARD             , Rainey           , 07/31/2025 03:15:21 PM
671034030, Passport - app,    165.0       , 05/23/2025 10:57:00 AM, 05/23/2025 01:42:00 PM,   6.3 ,           ,     39801.0, Mueller PTMD            , App - Wallet     , Mueller          , 06/30/2025 03:06:09 PM
 79330296, Parking Meters,    299.0       , 02/22/2020 01:00:12 PM, 02/22/2020 05:59:12 PM,   9.99, 20001754.0,            ,                         , CARD             , Non-Core         , 05/04/2023 07:55:27 PM
588789079, Passport - app,     45.0       , 08/21/2024 08:05:00 AM, 08/21/2024 08:50:00 AM,   1.9 ,           ,     40002.0, SoCo PTMD               , Apple Pay        , South Congress   , 09/30/2024 02:53:18 PM
